from_account,to_account,amount,timestamp
5738811d-70c2-903f-7a8d-03aa782a65e0,57eb89b1-d65e-59dd-e62d-2d06cf9b8558,47.7,2024-03-01 20:34:08
6a07f213-7129-cec7-9b69-554d7c54535f,b00805cc-a7f3-6ae9-25c7-3c443e75c3b4,755.57,2024-04-12 12:53:00
14dd5061-5557-36f8-267e-ddcedf8f4197,7674456f-626d-719d-81cf-325298159d6c,19294.21,2024-02-06 06:58:53
eeea163e-21e8-ac68-43e4-2caf8181a8cc,2812859a-1337-739e-8d4f-5d272c7f0b79,262.17,2024-03-19 10:22:11
acdabacc-1165-e210-9854-3881118a9d29,fbddcf7c-9c96-e9ec-4d71-c366b41b3143,32.49,2024-04-03 08:53:49
a2178f84-bdb0-25ff-2451-e5a411d059b2,f0ede303-aa53-c19c-dfa4-bb9f5a856750,882.75,2024-06-07 11:52:00
dabac50d-ca3d-d859-c5ce-099c46b82659,bd1531c8-3764-fbda-3108-d4482f65fafa,159.78,2024-03-29 02:25:27
a974d079-716f-da0a-45a8-882914e286e5,707df251-fdb1-429e-7010-ed13b526b22d,656.24,2024-01-25 12:20:00
f41ea3ac-5fd2-3109-4140-752caa448259,134c6c92-ec5b-227c-dfde-4fbf3ff350bf,46.21,2024-03-27 11:31:06
04fc6d82-7d15-4385-52fb-e43b99546eb4,8fb864e4-f173-8856-e25d-36eb9e9a9f83,277.76,2024-05-23 06:19:47
88575117-6155-4667-2112-507c2cfa55b0,2af43ab7-5e6f-ea07-c453-6f1d41992fdf,242.11,2024-03-31 12:56:00
fc377a4c-4a15-544d-c5e7-ce8a3a578a8e,bf1e8366-4b8e-63d4-ce76-07adf7a67b94,79.94,2024-04-03 17:22:24
8573e793-c715-b2b9-c40c-5d9146fde062,a3d70628-ece6-6fa2-fd51-66e6451b4cf3,192.64,2024-05-26 16:45:28
b00805cc-a7f3-6ae9-25c7-3c443e75c3b4,65c17795-b155-16bc-9f8d-ed9756abf2f1,45.67,2024-05-01 08:52:05
75d66ed4-eb1f-a9f2-d10b-d1d033173470,7d824264-1ba3-62e7-afa4-15e56d204496,81.76,2024-05-29 02:52:00
cada4f80-a9e7-82d4-fd08-b32c62d60e93,ea1fca65-e27a-984d-6548-21d07fcd9eb1,568.91,2024-02-21 00:44:57
cbd58bf6-1efd-76e9-ce37-14af99b49350,bef59fe6-ff23-3d5f-6ced-d15d58007c02,27.88,2024-06-20 05:20:56
87c5421e-ec24-a3c5-c754-108ff4188f3f,287d06ca-6f4c-c69a-4b22-d3081c8eaee9,14.54,2024-01-14 18:31:47
1d2324e6-8329-20b7-c143-f426372f871a,134c6c92-ec5b-227c-dfde-4fbf3ff350bf,576.11,2024-05-07 12:12:00
4ab7706e-b773-50ca-eec2-59dc7f95897c,88575117-6155-4667-2112-507c2cfa55b0,36.48,2024-01-20 15:34:50
dc4ad56b-d601-6237-ac9e-d156f63fce41,b1a6b1f1-620e-99d3-3b33-f3d8269cd696,409.29,2024-06-22 13:18:48
cfd01cbd-5f65-c8ce-bd21-bc11be9d61ee,341c6494-0d36-6dfc-c28e-bd7071299889,778.53,2024-02-14 21:19:25
dabac50d-ca3d-d859-c5ce-099c46b82659,4b5305e5-17d2-582e-046a-0df5cafda613,72.6,2024-01-23 06:27:36
a8e56e0c-20de-435d-2031-d750c40db9b4,87d292a6-98ee-ac2b-fe9f-ecaa6182f347,103.64,2024-02-10 17:19:55
11c58ef0-dd46-3c09-4752-87aa5408f9ac,f6e07cc0-6c52-c49f-9b49-bd26df57c59a,612.39,2024-04-02 10:22:44
e8dd5e5a-1712-fb16-21a4-344fbb7bee03,c9776598-203c-8c25-fd23-5def3e5a87e3,44.02,2024-03-06 14:22:13
8d03c91e-4f8d-5238-288b-78b5b5b453ca,134c6c92-ec5b-227c-dfde-4fbf3ff350bf,420.67,2024-04-10 23:09:12
32c5bd89-b70b-3420-f104-3785658b2523,a4161293-c4c2-e2e3-444e-a7c8c0398710,320.42,2024-02-25 18:39:32
7631de9d-dde9-f863-22bd-33886db99102,f206c269-38b7-7c07-80fb-929673b6a09b,42.43,2024-05-24 01:28:22
9a36d1ec-2c6a-6e9a-3280-67a14187222b,0299436a-8e48-5223-46b9-8991e14eb70d,399.95,2024-05-17 10:16:00
c3e15a85-d46e-f104-1190-6f5034885a46,09a0a0f6-73b0-a091-7634-c1694f76e388,1179.81,2024-03-20 11:03:37
366eb16f-508e-bad7-b7c9-3acfe059a0ee,7d106c60-8162-7cf1-4394-72e6da587e8a,7.8,2024-06-06 00:57:14
cac5b68c-28f4-9481-a0a0-4dc427209bdf,a4b1f991-7542-4646-4d37-a539857dd3b3,55.6,2024-01-17 12:43:11
cbc84759-f5b7-8cc7-e6b3-c944cb323e35,def57689-68f4-5bce-24e7-5e8eb8f21423,146.86,2024-02-11 15:26:50
78b2b549-3bdb-c09e-acc2-16a01bbc91f7,fff9f585-0d55-7b61-8a17-5dfebfc00dc8,147.64,2024-04-06 10:56:09
0cbd3c03-9e2a-a4ac-c122-b5b3284c03d2,9e11d2cd-0930-aef6-8a80-068ddf547e50,1143.28,2024-05-11 15:56:00
dafec8a9-3c71-e0be-f357-956071d79665,a85c6e4a-004b-6fab-fcf5-6188d32e6dcd,34.38,2024-02-01 07:17:39
06b89231-8e86-7f3c-a487-eeabaccb461a,f7dc67e0-3097-4b2b-46a0-2a9b65ec7acd,404.43,2024-06-02 15:11:00
ba0266ef-be05-5787-965b-efdf6b4be411,859131d2-bbda-0242-2d17-4fc96f7c15ea,617.32,2024-03-21 12:14:23
b18753e6-d457-8ad9-a867-a096edd877c8,8d03c91e-4f8d-5238-288b-78b5b5b453ca,633.88,2024-06-13 11:12:00
c478f6f1-b88e-c318-c16d-83edad81f8bd,f020e992-b576-255e-9854-9f222102f9c9,92.62,2024-06-17 07:55:36
4d57d880-d865-d69a-74f3-310340066ff2,284bf962-5744-f596-7422-21676b7a2460,463.49,2024-05-29 13:10:04
8573e793-c715-b2b9-c40c-5d9146fde062,dc8aee30-be60-33f7-28be-9288e5af6e39,345.62,2024-01-03 11:30:53
3dc98290-15ea-bb27-30e9-12f2f2b43abf,8573e793-c715-b2b9-c40c-5d9146fde062,344.19,2024-02-29 20:53:42
2834e4c0-14c8-b3b4-a911-d19243bfd931,eeea163e-21e8-ac68-43e4-2caf8181a8cc,780.63,2024-04-21 21:26:16
df0f06cb-cb9b-c326-d20e-ac174e20fd1a,b38a088c-a65e-d389-b74d-0fb132e70629,80.75,2024-06-01 14:54:26
1a85910d-5a05-7c11-4ffc-a6b199b479d4,afffcfd2-341e-f40b-57c7-00aab7b56ea7,597.93,2024-02-27 14:20:00
6de59332-9364-f3d0-5024-bdc6dcb33df3,a3b5cece-a446-be72-364c-911aa9ab364a,312.38,2024-01-30 13:40:00
35a240ae-5af3-0553-5ec4-2e0829a3b2e9,b38a088c-a65e-d389-b74d-0fb132e70629,68.3,2024-03-11 05:11:20
3e6dd58b-7367-c28d-e1b2-94de4767d76c,ad261ec5-5d42-b9e9-692e-07b60b2f6d5c,186.29,2024-01-03 07:43:23
e05fb8bc-8a16-a06c-c958-e75e21d53971,8f9797b0-6d7c-e3c9-b4a6-9f3c8d3aed99,572.17,2024-01-02 06:52:06
78b2b549-3bdb-c09e-acc2-16a01bbc91f7,f6f7f0cc-29ec-8e49-d1bd-b8c0c71d5e60,586.66,2024-05-04 15:02:55
df0f06cb-cb9b-c326-d20e-ac174e20fd1a,8d03c91e-4f8d-5238-288b-78b5b5b453ca,262.69,2024-01-12 22:13:39
b7e6427c-bf78-0e3f-f6b7-51f79b749245,f54ad0a2-e874-66d7-ad66-a1bd93676a02,95.77,2024-02-02 00:52:49
06b89231-8e86-7f3c-a487-eeabaccb461a,db52ca58-0500-0bc6-b20d-cb6ef2311f17,81.04,2024-06-11 10:24:00
2af43ab7-5e6f-ea07-c453-6f1d41992fdf,176132ed-069f-14f1-4018-1c6e9a8cfa3c,22.15,2024-03-07 18:26:35
8fb864e4-f173-8856-e25d-36eb9e9a9f83,6c6fa611-5ab3-3edf-6e59-5ed3a8b317fa,75.4,2024-03-12 08:43:47
9a36d1ec-2c6a-6e9a-3280-67a14187222b,f4e559e5-9622-9348-0f5a-e9d38e6e5003,124.21,2024-04-22 12:06:00
b3e4110a-45f5-0c52-2e2f-bf77076979d6,e21342b0-f1ee-dba3-1343-2e611ca3c448,329.45,2024-04-11 12:02:00
6aedfdc7-a3e0-5309-b5a1-b94967884209,1b66b5a9-e3c4-3657-1d8c-bbac43b409ef,565.99,2024-05-14 10:40:00
6e0d2648-35ce-8841-4973-2d6c4dcabfb7,dafec8a9-3c71-e0be-f357-956071d79665,61.31,2024-05-05 16:01:17
787f2425-dbcc-c477-09e9-db0adf465290,7a0ecfea-958c-a9ba-0cd6-20c20ea2622b,650.49,2024-06-05 13:00:49
1422373f-8622-68d1-6683-e10796c044d0,7d824264-1ba3-62e7-afa4-15e56d204496,95.21,2024-02-03 12:02:00
9e3d750d-f296-d9f0-cd23-72c22bffe17b,e037e5ed-b8db-0672-f42d-47cc00d4af59,781.15,2024-06-06 12:32:00
39c1e262-f76c-8ede-c110-12662408a6dc,c8dcd19f-3e35-1128-7900-f7f993829b43,40.19,2024-02-06 12:52:20
87f8424d-aae6-5fc1-76f2-dbfecd29a36f,877409a9-77d2-1e02-ff01-cf99988c24c9,150.93,2024-05-31 05:09:00
04fc6d82-7d15-4385-52fb-e43b99546eb4,45c45a3e-e9da-484a-8075-9f1f87e5f0fe,124.37,2024-04-30 14:39:22
7f9d3e64-c1a6-423b-9f64-eeed5c9d927d,006ed6e3-6fa1-7735-b572-f3d00b5cea6a,42.79,2024-01-02 07:20:33
ebd14d2c-75b2-7455-04cc-3ede6fac1673,82ec9f2d-fbf6-e16f-9b30-80d56fb78271,99.8,2024-05-19 16:21:00
598ddaec-eaaf-e543-2434-a678a9e27ba9,79c2d2e4-9ae1-a991-524f-93ff30307633,24870.1,2024-02-20 01:47:53
1a5165ca-3c7c-1d85-25cf-0041d0a643fe,7f671eec-3da7-0577-aee1-e86b9ea556aa,24.79,2024-03-13 14:40:00
59a1120e-1bb4-3332-d8e7-012f39681c81,7674456f-626d-719d-81cf-325298159d6c,679.04,2024-04-26 12:07:00
aac93316-86e5-2753-7c93-f6cc97d7a560,f0bbac67-aa38-d0a1-6ba2-5efe311c6eb6,697.86,2024-04-04 10:08:00
43f59a85-fbc9-f87a-f668-a61794a1875d,295b4715-c333-e861-5fb8-d16c2720797d,1000.13,2024-06-27 15:58:04
6e068097-25e9-7977-8d72-48e2951f58d0,e6697833-b841-d0a0-1fe7-71d6d9178793,20.93,2024-03-23 09:01:02
6502d6a2-ca6a-2224-171e-16cc5da36f1b,74685b98-d2fe-2fde-d918-b3e5f2f25eef,26.01,2024-04-24 18:28:11
828c37e7-87d5-b7be-1d30-d990a21b0307,3d1a85dd-506e-5a9a-b758-588dab73295b,544.49,2024-05-22 11:03:00
c2b6d2c5-fa5d-3100-11b7-e948d0e6e660,9716108e-f721-69bb-8096-27182051acef,166.54,2024-04-10 05:25:03
7a0ecfea-958c-a9ba-0cd6-20c20ea2622b,e64d1bcb-7027-53a1-5f98-7c71a65e688e,309.32,2024-02-23 13:25:41
1723199d-bf2c-14a0-3a3c-8a71ff574e2b,cbdc4318-4d85-a3d2-a1a2-748571348c2a,35.25,2024-03-01 08:25:40
61607459-85c7-504b-c693-da1139c6a1ca,5bd20c98-a513-5ea0-fa53-e34de6d5901d,239.63,2024-03-02 11:03:49
284bf962-5744-f596-7422-21676b7a2460,57eb89b1-d65e-59dd-e62d-2d06cf9b8558,670.13,2024-01-02 18:03:00
ab61a7b1-793b-4c32-2050-04943d114802,b38a088c-a65e-d389-b74d-0fb132e70629,116.63,2024-05-21 16:46:52
78660765-14f7-ce8d-d5bc-b8d04094dded,bb5e4bcf-15ed-6269-1429-6c07f26b4776,189.37,2024-02-08 11:22:00
59a1120e-1bb4-3332-d8e7-012f39681c81,61607459-85c7-504b-c693-da1139c6a1ca,527.42,2024-04-15 11:46:00
1422373f-8622-68d1-6683-e10796c044d0,ebff8d15-30cb-d755-6232-b17a25074181,510.55,2024-02-21 15:39:00
ccf3a171-56dc-8907-ba6c-34ab6712303a,1723199d-bf2c-14a0-3a3c-8a71ff574e2b,142.91,2024-03-20 02:05:34
c9af18f8-43b9-da13-ec85-6f373bc1a987,bd767e35-f5c9-b047-9c10-c5720f6b40d0,361.65,2024-01-13 10:03:50
4169b9fc-c3a0-0c6f-2321-d1e1c47104c0,6b88f83d-d97d-c9cd-033d-2bce575aed2c,365.52,2024-04-19 14:59:00
59a1120e-1bb4-3332-d8e7-012f39681c81,8db06746-7927-9973-5e78-1fd794e0d3ba,296.13,2024-02-28 14:33:00
8573e793-c715-b2b9-c40c-5d9146fde062,b18753e6-d457-8ad9-a867-a096edd877c8,143.06,2024-04-15 23:21:22
a974d079-716f-da0a-45a8-882914e286e5,9a36d1ec-2c6a-6e9a-3280-67a14187222b,443.21,2024-04-02 12:52:00
284d82e5-87f7-e1fb-da4b-d9caeb5cf467,20ac3703-eb67-146a-77a6-e17cd72b6108,68.04,2024-02-07 07:36:41
b3e4110a-45f5-0c52-2e2f-bf77076979d6,83f4a9a9-48a6-39d0-15b5-2908a8aa7158,655.8,2024-06-17 10:06:00
a81fdec3-279c-658a-3676-0ce581e5c9f6,acdabacc-1165-e210-9854-3881118a9d29,565.63,2024-03-25 14:54:00
a81fdec3-279c-658a-3676-0ce581e5c9f6,eb6c1016-cee6-24d0-9dac-6e8345241ea6,148.65,2024-05-30 15:42:00
5876fd09-f1fa-f665-7115-33f312e89d10,3f4b1a70-c074-718e-425a-609f7337c599,122.02,2024-06-05 23:08:34
8a63f881-ffd0-f9d5-a6f2-f7b80cf35b58,52bdc661-9fe0-a8c7-fc8d-5b93a2a2e91f,29657.92,2024-06-16 09:25:01
a81fdec3-279c-658a-3676-0ce581e5c9f6,da509fed-1d4a-3d81-b3a7-d0e0cb08587d,250.56,2024-02-18 10:27:00
0d01280f-d89a-40c0-e87d-1c78e7c421c7,0a17991e-a576-9411-a0a1-1839e7457704,74.69,2024-06-22 10:56:30
04fc6d82-7d15-4385-52fb-e43b99546eb4,5efa9c5b-7421-ff46-637e-4b0122bae10e,108.13,2024-05-28 13:32:11
1d2324e6-8329-20b7-c143-f426372f871a,82dc4c8e-36b5-229a-acf5-e81e71316269,1099.97,2024-05-07 18:00:00
877409a9-77d2-1e02-ff01-cf99988c24c9,af908e3c-dd75-0e98-90e0-b95f0212b554,93.43,2024-02-24 07:35:34
f4e559e5-9622-9348-0f5a-e9d38e6e5003,9f294a8b-d184-6c39-c476-7556f97be2dd,93.38,2024-04-07 07:03:26
7d824264-1ba3-62e7-afa4-15e56d204496,eb6c1016-cee6-24d0-9dac-6e8345241ea6,73.14,2024-04-02 18:21:44
fc377a4c-4a15-544d-c5e7-ce8a3a578a8e,e1e3db63-ef7d-dc76-b92d-a22b21df306f,63.52,2024-03-20 22:14:12
bdf66ba5-dc9c-96de-65a6-74c212738a23,ae849217-1d53-434b-b881-39b9ae270da7,484.9,2024-01-23 14:11:00
23bed01d-43cf-2fde-2493-3b83757750a9,dabac50d-ca3d-d859-c5ce-099c46b82659,33.38,2024-06-08 11:50:24
ffb8102d-9475-dbc9-9641-8cedd664d264,341c6494-0d36-6dfc-c28e-bd7071299889,43.89,2024-06-04 12:04:36
b7e6427c-bf78-0e3f-f6b7-51f79b749245,300568d2-0de0-51a6-69ca-97d2764414fd,45.6,2024-05-20 16:23:24
474ebc19-2ef9-1276-6c00-6f6123e2fcb4,f6f7f0cc-29ec-8e49-d1bd-b8c0c71d5e60,109.0,2024-06-02 12:40:53
87d292a6-98ee-ac2b-fe9f-ecaa6182f347,db52ca58-0500-0bc6-b20d-cb6ef2311f17,29.3,2024-02-27 00:01:08
ab05347f-d556-b37d-8f08-81ee8011316b,3985c3cf-3f76-be1d-1efa-21977394988f,502.53,2024-04-01 13:55:00
3f4b1a70-c074-718e-425a-609f7337c599,5be4bf51-9269-8698-61a1-17293cb98350,75.35,2024-04-16 01:49:03
1f4a8ca1-ab85-fd59-5463-adc78fca7b6a,f143262f-dc5c-0eed-8da0-365bf89897b9,811.79,2024-04-03 14:13:00
f0ede303-aa53-c19c-dfa4-bb9f5a856750,e0c53cb8-3da9-c2a9-0ed4-2f1a3d4cbf37,371.55,2024-05-22 09:23:00
9f294a8b-d184-6c39-c476-7556f97be2dd,402adf9c-8a4b-8f7c-2147-2a15fcce96f6,486.6,2024-04-02 13:17:00
25440fe0-6e41-7d47-5ff5-95ea5bc440f1,c8dcd19f-3e35-1128-7900-f7f993829b43,21.76,2024-05-08 21:14:17
4d29d1ab-3455-12f7-01f7-c7ec0e0630cd,a3d70628-ece6-6fa2-fd51-66e6451b4cf3,285.0,2024-06-26 17:27:00
39c1e262-f76c-8ede-c110-12662408a6dc,36d8393a-7c44-1fe7-ab42-20a7474a493b,74.33,2024-02-20 19:12:15
7f671eec-3da7-0577-aee1-e86b9ea556aa,925817b7-cf50-1889-e8b7-7f7b7321bf6b,30.82,2024-02-08 15:48:35
4d57d880-d865-d69a-74f3-310340066ff2,67814c1f-cc53-0e36-addc-3e13ab3b4d37,66.23,2024-04-13 00:02:22
b3e4110a-45f5-0c52-2e2f-bf77076979d6,fbddcf7c-9c96-e9ec-4d71-c366b41b3143,10.0,2024-05-17 16:14:00
d5704f32-702c-dd20-2862-18b848f4ef12,3f4b1a70-c074-718e-425a-609f7337c599,24.52,2024-05-29 14:10:26
1a5165ca-3c7c-1d85-25cf-0041d0a643fe,19db3ad0-ddd1-dfb2-3b98-2ef8daf61a26,947.7,2024-06-09 14:18:00
ab05347f-d556-b37d-8f08-81ee8011316b,19bc143e-fb02-bebb-4872-9a4d98c7472a,169.23,2024-06-28 10:56:00
c2b6d2c5-fa5d-3100-11b7-e948d0e6e660,5275eb94-14ae-af5c-e636-58c912d0498d,322.34,2024-03-28 11:42:57
ccc56569-f9e8-a369-2999-b735dd56cc94,6105716b-ab0e-664e-9c3e-b2d591e1aa96,276.59,2024-02-03 15:19:57
b9de7a3a-4868-22b9-00a8-1de9d20f87d0,39c1e262-f76c-8ede-c110-12662408a6dc,83.66,2024-03-31 16:59:48
8186a576-11a7-2609-5edd-bbbfa9597663,6694c343-10ba-58e3-d276-2bdc1d34d08e,148.31,2024-05-16 19:19:22
89a2688b-12c1-36e0-1998-5f15ff002d4d,c566aa81-b15e-54f6-d4d3-07952e4bebc4,115.89,2024-04-28 16:58:20
fbe94499-dbc0-80fd-46fb-7bf300b9d4a3,3e49fd09-1b19-d8b8-d830-20816fcc57dd,63.88,2024-05-01 09:42:35
746cdb77-1fa3-82e8-895c-cd9943b38eb4,74f93d17-e912-b4bf-86a4-bae41986b4b2,17.38,2024-04-20 12:12:31
c478f6f1-b88e-c318-c16d-83edad81f8bd,ff9ab5c2-9f04-4aed-7552-332702627f73,57.42,2024-05-01 03:54:47
892e6161-be2d-740a-1e9b-23bc50c7c006,431d029f-ac1e-86d8-bfbf-397bac3e7b0d,34.57,2024-04-20 12:02:05
8a63f881-ffd0-f9d5-a6f2-f7b80cf35b58,ee0caeb5-ecfe-db99-2790-cebdbfddc3d9,133.54,2024-02-23 01:58:22
6de59332-9364-f3d0-5024-bdc6dcb33df3,5876fd09-f1fa-f665-7115-33f312e89d10,559.51,2024-04-06 16:25:00
0d2b91ef-b897-6ec5-ea74-bb18de3b496f,3a7e8e14-e359-eee1-7399-1a476e191042,106.0,2024-05-24 18:04:00
74daaebf-1f11-5b76-d92c-9227eadf5085,d58842de-a2bc-372f-7412-b29347294739,14.09,2024-05-07 07:16:31
1f4a8ca1-ab85-fd59-5463-adc78fca7b6a,d39e198b-4400-7d5a-e88d-a71926242b40,562.77,2024-03-24 13:25:00
d453dd32-4b0d-bb41-8d52-88f1142c3fe8,8573e793-c715-b2b9-c40c-5d9146fde062,80.51,2024-02-22 07:06:53
31274148-7c7c-404e-c422-d03ef29a6339,0a0537f0-2c2c-d22b-a568-95c6812a1f9b,29902.58,2024-02-14 04:11:31
935f2b0a-a138-4ddc-e2d9-de5d6a18ce4c,0f02bad0-e706-7ef4-66aa-9385dd59ba71,43.11,2024-01-20 10:57:22
9b689c88-3ae9-09fe-cc82-18dac696f5e6,1a3d1fa7-bc89-60a9-23b8-c1e9392456de,68.17,2024-05-05 06:28:16
7f54a511-01fa-964e-1eb7-4b5653ffd3a2,ab61a7b1-793b-4c32-2050-04943d114802,208.17,2024-04-05 17:06:00
c6deb2f0-530a-c1c7-b8ba-83684fc77768,2defe193-5c62-b3a2-3a3c-563e4bd6cee6,112.91,2024-04-13 09:26:00
4e6384bb-3e49-3f43-b118-f68d6786d506,ab05347f-d556-b37d-8f08-81ee8011316b,172.85,2024-01-06 09:38:34
a092f52a-d4a0-57a7-b0cc-1b3b9793b9b4,acdabacc-1165-e210-9854-3881118a9d29,64.52,2024-04-13 15:33:05
59a1120e-1bb4-3332-d8e7-012f39681c81,31274148-7c7c-404e-c422-d03ef29a6339,672.65,2024-05-16 11:53:00
5ca260c9-eb76-07c9-b08a-4895d4ffa666,4e6384bb-3e49-3f43-b118-f68d6786d506,704.17,2024-02-19 13:59:00
157d94a1-06f0-28ff-a9ba-5a27907bfe36,43dac043-2a45-c2ab-8cbf-edb0f264accc,41.23,2024-04-17 20:27:07
5230dfbd-5553-b2fe-6889-803e5913f9d3,e05fb8bc-8a16-a06c-c958-e75e21d53971,178.21,2024-04-05 23:55:25
7f2984f5-bec3-9a37-9b3d-74bde91e314e,cada4f80-a9e7-82d4-fd08-b32c62d60e93,32.87,2024-03-14 05:20:02
cada4f80-a9e7-82d4-fd08-b32c62d60e93,e05fb8bc-8a16-a06c-c958-e75e21d53971,169.5,2024-06-05 12:37:42
a23d4c2f-c2a7-9689-1933-918cfa745761,8ce21ea3-db20-a56e-dc81-5fe7ceda8bbb,17.05,2024-01-15 03:47:20
53cd6268-610c-f373-4299-9aa40cdf742b,9ad620ab-4821-2ddb-45b8-9cd927cb6f2a,61.0,2024-03-15 07:36:33
9f294a8b-d184-6c39-c476-7556f97be2dd,ab05347f-d556-b37d-8f08-81ee8011316b,120.53,2024-02-20 13:33:00
e7c99b26-1141-25c6-3a9b-edd40f1259e0,23bed01d-43cf-2fde-2493-3b83757750a9,205.15,2024-01-21 16:43:35
945ef2e4-088a-93ec-70d9-c9f8c9e26074,fff9f585-0d55-7b61-8a17-5dfebfc00dc8,153.74,2024-05-25 17:19:24
3712f2d1-87cd-b6a1-bf01-2e32177d6e7e,0a17991e-a576-9411-a0a1-1839e7457704,760.73,2024-05-20 17:31:00
1825bc54-30be-b45f-6835-14f2ceb81f9d,9e3d750d-f296-d9f0-cd23-72c22bffe17b,804.83,2024-06-14 04:54:30
0d01280f-d89a-40c0-e87d-1c78e7c421c7,892e6161-be2d-740a-1e9b-23bc50c7c006,353.8,2024-02-11 12:15:06
9a36d1ec-2c6a-6e9a-3280-67a14187222b,b00805cc-a7f3-6ae9-25c7-3c443e75c3b4,227.8,2024-01-16 14:38:00
134c6c92-ec5b-227c-dfde-4fbf3ff350bf,6e068097-25e9-7977-8d72-48e2951f58d0,181.36,2024-03-28 20:57:14
859131d2-bbda-0242-2d17-4fc96f7c15ea,9716108e-f721-69bb-8096-27182051acef,548.72,2024-03-18 08:11:38
787f2425-dbcc-c477-09e9-db0adf465290,dd6ac7b8-6778-043b-c5c5-b37af85e06a1,473.16,2024-01-17 10:29:16
59e1ac09-5970-a859-c6b6-e4ade7ea8d5a,ff9ab5c2-9f04-4aed-7552-332702627f73,274.82,2024-06-21 16:56:00
287d06ca-6f4c-c69a-4b22-d3081c8eaee9,ad9fb00d-4882-d73c-1c63-45ab6e0ed1e8,238.35,2024-01-24 07:08:01
1f4a8ca1-ab85-fd59-5463-adc78fca7b6a,8186a576-11a7-2609-5edd-bbbfa9597663,128.94,2024-03-23 12:09:00
828c37e7-87d5-b7be-1d30-d990a21b0307,dd6ac7b8-6778-043b-c5c5-b37af85e06a1,1001.26,2024-03-12 13:36:00
b1a6b1f1-620e-99d3-3b33-f3d8269cd696,23bed01d-43cf-2fde-2493-3b83757750a9,36.59,2024-01-05 13:09:11
88575117-6155-4667-2112-507c2cfa55b0,9ad620ab-4821-2ddb-45b8-9cd927cb6f2a,465.48,2024-04-07 13:32:00
0d77c5a0-e222-b6a6-15bf-be9798a21f1c,7e8f8095-624c-69b6-b244-45a7b7e58481,1039.13,2024-04-30 14:11:00
17fc695a-07a0-ca6e-0822-e8f36c031199,fff9f585-0d55-7b61-8a17-5dfebfc00dc8,45.42,2024-04-13 15:10:25
6aedfdc7-a3e0-5309-b5a1-b94967884209,d453dd32-4b0d-bb41-8d52-88f1142c3fe8,487.68,2024-02-24 08:04:00
dc4ad56b-d601-6237-ac9e-d156f63fce41,112fa612-7969-9ed2-ec48-bf55afd380c4,377.06,2024-04-16 21:45:29
4169b9fc-c3a0-0c6f-2321-d1e1c47104c0,562b0f79-c374-59ee-f50b-ea63371ecd7b,284.59,2024-01-10 10:23:00
66245bfa-4fcc-a39a-b683-d2e6337ea2df,fbddcf7c-9c96-e9ec-4d71-c366b41b3143,299.63,2024-03-23 21:53:12
47503f1d-c33a-1f6c-1d69-1fba5e187b24,f41ea3ac-5fd2-3109-4140-752caa448259,1115.06,2024-06-01 10:46:00
a0d4de3d-2303-f6c6-d69d-42f1ae4c84ff,c07a30f2-edd4-253b-50f0-fd0a750cab75,61.49,2024-05-14 15:56:21
74daaebf-1f11-5b76-d92c-9227eadf5085,e3e9de99-f10c-718b-1eb0-e38a675dd5af,49.57,2024-02-23 19:55:30
f319c125-07f1-94f9-c115-6d6d0a4e5b70,d453dd32-4b0d-bb41-8d52-88f1142c3fe8,98.41,2024-04-03 15:38:38
d8e88ebb-7a9e-8eef-ffa3-61be0f9240e1,32c5bd89-b70b-3420-f104-3785658b2523,77.37,2024-01-24 10:40:26
a847bce7-90fa-6b57-24ac-2130deaf528d,8da8eee4-0df5-6ac6-f96b-648a0ba6eab9,542.32,2024-06-27 13:45:00
6105716b-ab0e-664e-9c3e-b2d591e1aa96,295b4715-c333-e861-5fb8-d16c2720797d,281.27,2024-05-13 02:00:19
7f671eec-3da7-0577-aee1-e86b9ea556aa,d8e88ebb-7a9e-8eef-ffa3-61be0f9240e1,74.19,2024-01-21 13:27:40
c9776598-203c-8c25-fd23-5def3e5a87e3,0d2b91ef-b897-6ec5-ea74-bb18de3b496f,68.87,2024-03-15 11:13:06
66132e69-7418-8109-d3d1-bf0f56c438e4,a8e56e0c-20de-435d-2031-d750c40db9b4,142.44,2024-01-16 23:45:27
b18753e6-d457-8ad9-a867-a096edd877c8,a8e56e0c-20de-435d-2031-d750c40db9b4,191.94,2024-02-26 13:19:00
a81fdec3-279c-658a-3676-0ce581e5c9f6,9ad620ab-4821-2ddb-45b8-9cd927cb6f2a,490.44,2024-05-06 14:25:00
1b66b5a9-e3c4-3657-1d8c-bbac43b409ef,6de59332-9364-f3d0-5024-bdc6dcb33df3,491.09,2024-03-09 15:36:22
a8e56e0c-20de-435d-2031-d750c40db9b4,b1a6b1f1-620e-99d3-3b33-f3d8269cd696,1052.63,2024-03-23 02:42:44
8186a576-11a7-2609-5edd-bbbfa9597663,f4e559e5-9622-9348-0f5a-e9d38e6e5003,98.68,2024-04-15 00:09:40
cada4f80-a9e7-82d4-fd08-b32c62d60e93,7d824264-1ba3-62e7-afa4-15e56d204496,207.89,2024-01-24 15:58:28
bef59fe6-ff23-3d5f-6ced-d15d58007c02,17fc695a-07a0-ca6e-0822-e8f36c031199,557.73,2024-06-20 10:24:48
9f294a8b-d184-6c39-c476-7556f97be2dd,533420e6-d9d8-0b8d-7e8a-dee70758e201,296.65,2024-06-22 14:54:00
