account_id,risk_score
edcb8cb6-0692-dc63-9424-aed51bac5c15,0.2845
366eb16f-508e-bad7-b7c9-3acfe059a0ee,0.3481
b5122df8-75b1-7a55-d426-2982e43e4288,0.2599
d453dd32-4b0d-bb41-8d52-88f1142c3fe8,0.2117
db52ca58-0500-0bc6-b20d-cb6ef2311f17,0.4467
3e49fd09-1b19-d8b8-d830-20816fcc57dd,0.4307
57eb89b1-d65e-59dd-e62d-2d06cf9b8558,0.3844
e21342b0-f1ee-dba3-1343-2e611ca3c448,0.0784
87c5421e-ec24-a3c5-c754-108ff4188f3f,0.3579
3dc98290-15ea-bb27-30e9-12f2f2b43abf,0.2053
3712f2d1-87cd-b6a1-bf01-2e32177d6e7e,0.5099
8a63f881-ffd0-f9d5-a6f2-f7b80cf35b58,0.396
cae9b4a7-2a79-ea68-0f44-704f1247ea4e,0.2893
7428a656-b3ee-4d3b-5a10-412954aebd1b,0.3858
afd5dea5-89d7-fd6c-ce77-7f00ecf27e76,0.3885
0a0537f0-2c2c-d22b-a568-95c6812a1f9b,0.3778
f206c269-38b7-7c07-80fb-929673b6a09b,0.1502
2dbc2134-c30f-f46e-8026-695ff8cda88b,0.3769
f0bbac67-aa38-d0a1-6ba2-5efe311c6eb6,0.3429
36d8393a-7c44-1fe7-ab42-20a7474a493b,0.3052
fc04a168-652f-fb49-3873-e57f0ba078e8,0.4724
b04d3376-77fc-9703-1fd5-a423706c5c56,0.4489
ad9fb00d-4882-d73c-1c63-45ab6e0ed1e8,0.4995
e3236d1a-3c1b-dacc-18e1-93311dba1267,0.293
a8e56e0c-20de-435d-2031-d750c40db9b4,0.2526
7f9d3e64-c1a6-423b-9f64-eeed5c9d927d,0.2701
c2dff335-5666-6f9f-53ac-2ab974672cd9,0.1038
5ca260c9-eb76-07c9-b08a-4895d4ffa666,0.5276
1e52d770-3f89-7142-fe71-6b1415ce6a66,0.3191
0267deb3-aab6-12c9-415d-174a75a66981,0.2655
3602f8ac-10f1-bc81-448a-aa9e66b2bc5b,0.3298
df0f06cb-cb9b-c326-d20e-ac174e20fd1a,0.396
9e3d750d-f296-d9f0-cd23-72c22bffe17b,0.4417
ccf3a171-56dc-8907-ba6c-34ab6712303a,0.2372
d85480f0-dfca-f0b7-19b1-7e80dea4ae17,0.3874
1f4a8ca1-ab85-fd59-5463-adc78fca7b6a,0.4745
d12dbc9a-aaf9-1531-0200-b1f08768a84f,0.2173
9f294a8b-d184-6c39-c476-7556f97be2dd,0.52
27a0c3d7-7c96-7f79-b7e9-9acaa97065e1,0.2813
eb6c1016-cee6-24d0-9dac-6e8345241ea6,0.4132
ffe3fa49-054f-92ff-f366-bad4964db03f,0.2818
1238d630-743b-65a2-dc0f-2fcfb3f6fe0d,0.3632
f319c125-07f1-94f9-c115-6d6d0a4e5b70,0.271
87d292a6-98ee-ac2b-fe9f-ecaa6182f347,0.2366
8dedf9fb-4bb0-0f20-b27c-40266703b636,0.1787
d8e88ebb-7a9e-8eef-ffa3-61be0f9240e1,0.1145
2defe193-5c62-b3a2-3a3c-563e4bd6cee6,0.1778
7da67785-b63b-4dc3-a559-e46379e13cea,0.4165
d5b077e0-6a5d-932b-45ff-2c83b495db4e,0.6425
e05fb8bc-8a16-a06c-c958-e75e21d53971,0.2691
7631de9d-dde9-f863-22bd-33886db99102,0.2827
3e896c64-e117-dac3-119c-4ea3e1805081,0.3294
c6deb2f0-530a-c1c7-b8ba-83684fc77768,0.4782
cbdc4318-4d85-a3d2-a1a2-748571348c2a,0.3773
92f5df7b-0323-d342-df6a-8f931a432f0a,0.3366
b89f72f3-2a60-c652-e714-7668cf1d7d3a,0.4111
a81fdec3-279c-658a-3676-0ce581e5c9f6,0.485
7e8f8095-624c-69b6-b244-45a7b7e58481,0.2805
2dea9493-0658-663a-698c-206fe1a47e10,0.3466
6f962882-95d8-2980-ff37-d19c2e76128b,0.4037
f94d6204-6808-593f-dfed-2c43e256a6dc,0.1775
bef59fe6-ff23-3d5f-6ced-d15d58007c02,0.3136
8d244e3e-c4da-bddb-e0b1-5abaa6a27967,0.1453
402adf9c-8a4b-8f7c-2147-2a15fcce96f6,0.3316
c9d6a63b-ca3c-6f5f-5bb5-c40c03cde2e3,0.1412
